leftX,leftY,rightX,rightY,pupilLRaw,pupilRRaw
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
0.11575401574373245,0.689595639705658,0.1436576247215271,0.6205121278762817,2.95147705078125,3.02789306640625
0.12291105091571808,0.7019786834716797,0.1489182412624359,0.607356607913971,3.000701904296875,3.0522308349609375
0.11366481333971024,0.6838904619216919,0.1444104015827179,0.5938307046890259,2.968292236328125,3.035491943359375
0.11339319497346878,0.6785508394241333,0.13977544009685516,0.5942719578742981,2.9742584228515625,3.045379638671875
0.11267023533582687,0.6700072288513184,0.134850412607193,0.612913966178894,2.9671478271484375,3.067169189453125
0.11657019704580307,0.6705089211463928,0.13814452290534973,0.6130792498588562,2.97186279296875,3.0661773681640625
0.11706847697496414,0.6745300889015198,0.14053401350975037,0.603000283241272,2.9650726318359375,3.065460205078125
0.11258755624294281,0.572982132434845,0.15901249647140503,0.4733298420906067,2.9184112548828125,3.0370330810546875
0.1161448061466217,0.4277019798755646,0.1727740466594696,0.3867555856704712,2.9258575439453125,3.0175933837890625
0.12295567989349365,0.29314908385276794,0.1973176896572113,0.19795535504817963,2.9391632080078125,2.9881439208984375
0.12705181539058685,0.06708328425884247,0.1994301974773407,0.1553739458322525,2.9739837646484375,2.9467926025390625
0.13204380869865417,-0.04340901970863342,0.20401586592197418,0.0772019550204277,2.985992431640625,2.975555419921875
0.12431441992521286,-0.10341783612966537,nan,nan,2.974761962890625,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,0.22444258630275726,0.8613101243972778,nan,2.1888580322265625
0.1936195343732834,0.5782589912414551,0.21285094320774078,0.8199625015258789,2.60772705078125,2.1504364013671875
0.19760169088840485,0.5669770836830139,0.1994931548833847,0.7538223266601562,2.7656097412109375,2.4342041015625
0.1944637894630432,0.6401652097702026,0.202594593167305,0.7024600505828857,2.8497161865234375,2.696990966796875
0.1939871907234192,0.6866676807403564,0.20971651375293732,0.6895350813865662,2.883514404296875,2.8107147216796875
0.1955377459526062,0.7273245453834534,0.25412920117378235,0.6373847126960754,2.8799285888671875,3.077301025390625
0.19739243388175964,0.736929714679718,0.2567217946052551,0.6306980848312378,2.8693695068359375,3.100982666015625
0.20170441269874573,0.7457219958305359,0.2556154429912567,0.6192610263824463,2.8889923095703125,3.1096343994140625
0.20143011212348938,0.7491058111190796,0.22049033641815186,0.6655571460723877,2.878265380859375,2.9582672119140625
0.20657911896705627,0.7479591369628906,0.21815867722034454,0.671234130859375,2.8818511962890625,2.9562835693359375
0.20257847011089325,0.7500295042991638,0.2193928211927414,0.6683598756790161,2.8680572509765625,2.959808349609375
0.20020656287670135,0.7322102785110474,0.21700027585029602,0.661647617816925,2.8772430419921875,2.9426116943359375
