leftX,leftY,rightX,rightY
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.3705289959907532,0.7548627257347107,0.3949895203113556,0.7458045482635498
0.37482303380966187,0.7535338401794434,0.41093045473098755,0.6909090876579285
0.37482303380966187,0.7535338401794434,0.41496944427490234,0.6969095468521118
0.37174662947654724,0.764164924621582,0.418349951505661,0.6883903741836548
0.369211345911026,0.7649040818214417,0.4133374094963074,0.686723530292511
0.369211345911026,0.7649040818214417,0.4080101549625397,0.6824425458908081
0.3744073808193207,0.7511122226715088,0.41292473673820496,0.6820173859596252
0.375303715467453,0.7436344623565674,0.4113030731678009,0.6757459044456482
0.375303715467453,0.7436344623565674,0.41024312376976013,0.6782282590866089
0.37824273109436035,0.7409407496452332,0.41032567620277405,0.6750792860984802
0.3720204830169678,0.7443512082099915,0.41116783022880554,0.6812095642089844
0.3720204830169678,0.7443512082099915,0.4113858640193939,0.6792123317718506
0.37236273288726807,0.746021032333374,0.4093042314052582,0.68198561668396
0.37458503246307373,0.7397129535675049,0.4126414358615875,0.6752679347991943
0.37458503246307373,0.7397129535675049,0.412468820810318,0.6736199855804443
0.3680558204650879,0.7619460225105286,0.40666505694389343,0.6785844564437866
0.3453519344329834,0.7862253785133362,0.38700127601623535,0.6989665627479553
0.3453519344329834,0.7862253785133362,0.3772939443588257,0.7092559933662415
0.33318254351615906,0.7850494384765625,0.36756348609924316,0.7124442458152771
0.3338077962398529,0.7902463674545288,0.36768755316734314,0.7143468260765076
0.3338077962398529,0.7902463674545288,0.3657434582710266,0.7150152921676636
0.3362067639827728,0.7934019565582275,0.3659481704235077,0.7108097076416016
0.3361978530883789,0.7944695949554443,0.3670303523540497,0.712765634059906
0.3361978530883789,0.7944695949554443,0.36706945300102234,0.7133760452270508
0.3269330561161041,0.8037889003753662,0.36437371373176575,0.717770516872406
0.3227739632129669,0.7914366126060486,0.3632265627384186,0.7143413424491882
0.3227739632129669,0.7914366126060486,0.3636087477207184,0.7152073383331299
0.329861044883728,0.7739606499671936,0.36574700474739075,0.7139677405357361
0.3328525424003601,0.7820608615875244,0.366426020860672,0.7192838788032532
0.3328525424003601,0.7820608615875244,0.36690858006477356,0.7170172333717346
0.33392876386642456,0.7887672185897827,0.36627525091171265,0.7219519019126892
0.32869860529899597,0.7909798622131348,0.36657145619392395,0.7187390923500061
0.32869860529899597,0.7909798622131348,0.3667830228805542,0.7262397408485413
0.3298688232898712,0.783543586730957,0.3672097623348236,0.7246372699737549
0.3380224406719208,0.7835559844970703,0.36577051877975464,0.7270457744598389
0.3380224406719208,0.7835559844970703,0.36625197529792786,0.7234475612640381
0.33685627579689026,0.78693687915802,0.36621013283729553,0.7233335971832275
0.33479633927345276,0.7836245894432068,0.3677077293395996,0.7280488014221191
0.33479633927345276,0.7836245894432068,0.369393527507782,0.7269455790519714
0.3291163146495819,0.7979332208633423,0.3678841292858124,0.7256407737731934
0.328819215297699,0.8002308011054993,0.3661714196205139,0.7279021143913269
