leftX,leftY,rightX,rightY
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.1533827781677246,0.554664134979248,0.16089046001434326,0.5602041482925415
0.1533827781677246,0.554664134979248,0.17359499633312225,0.5611818432807922
0.1289561688899994,0.5374029874801636,0.1493348479270935,0.555204451084137
0.11893603205680847,0.5245139598846436,0.14655709266662598,0.5442124009132385
0.11893603205680847,0.5245139598846436,0.12695078551769257,0.5221265554428101
0.1185186430811882,0.5102820992469788,0.12985588610172272,0.5043421387672424
0.1027727872133255,0.4859892427921295,0.11669719964265823,0.47934162616729736
0.1027727872133255,0.4859892427921295,0.10724585503339767,0.475772500038147
0.10464630275964737,0.4421937167644501,0.1063607856631279,0.46718543767929077
0.092729352414608,0.4476540684700012,0.10101199895143509,0.4606693685054779
0.092729352414608,0.4476540684700012,0.08779247105121613,0.46097326278686523
0.05720698833465576,0.4888579249382019,0.059195395559072495,0.45488840341567993
0.03491462767124176,0.4852479100227356,0.03528181090950966,0.45611903071403503
0.03491462767124176,0.4852479100227356,0.03344745561480522,0.45561322569847107
0.03717050701379776,0.4608313739299774,0.03830321133136749,0.4533061683177948
0.03625006601214409,0.45797568559646606,0.035186536610126495,0.44865652918815613
0.03625006601214409,0.45797568559646606,0.03514086827635765,0.45469316840171814
0.03372218832373619,0.472923219203949,0.033389974385499954,0.45729416608810425
0.03697539120912552,0.47981175780296326,0.03330700099468231,0.46064987778663635
0.03697539120912552,0.47981175780296326,0.03352929279208183,0.45722663402557373
0.043078918009996414,0.46788328886032104,0.03456314653158188,0.46081316471099854
0.04372229799628258,0.4718243479728699,0.032771117985248566,0.4625391662120819
0.04372229799628258,0.4718243479728699,0.03419971838593483,0.4653328061103821
0.041172925382852554,0.4748350977897644,0.03213220089673996,0.45604613423347473
0.0355384461581707,0.46249014139175415,0.03362457454204559,0.4485771656036377
0.0355384461581707,0.46249014139175415,0.03271294757723808,0.4456271529197693
0.036828164011240005,0.47912177443504333,0.03594187647104263,0.4505982995033264
0.03563603758811951,0.48701924085617065,0.03600812703371048,0.4523071348667145
0.03563603758811951,0.48701924085617065,0.03561076521873474,0.4517134130001068
0.030129311606287956,0.4668126106262207,0.033524248749017715,0.4500381052494049
0.028511883690953255,0.46901068091392517,0.03459370136260986,0.4507579803466797
0.028511883690953255,0.46901068091392517,0.03196362778544426,0.44872212409973145
0.030568011105060577,0.4996488392353058,0.03503589332103729,0.4555390179157257
0.03106100857257843,0.4929618239402771,0.0369756855070591,0.46101388335227966
0.03106100857257843,0.4929618239402771,0.036817215383052826,0.4618877172470093
0.028778890147805214,0.46914589405059814,0.03653492406010628,0.4594964385032654
0.02742893435060978,0.4724408984184265,0.035782456398010254,0.4557451605796814
0.02742893435060978,0.4724408984184265,0.03604712337255478,0.45877718925476074
0.029239000752568245,0.47343364357948303,0.033572301268577576,0.4582689702510834
0.03220077604055405,0.46819445490837097,0.03331218659877777,0.4600638151168823
0.03220077604055405,0.46819445490837097,0.03584524244070053,0.45570337772369385
