leftX,leftY,rightX,rightY,pupilL,pupilR
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
0.28814995288848877,0.34347084164619446,0.30397477746009827,0.3044210374355316,2.7989654541015625,2.8324432373046875
0.29320862889289856,0.34481292963027954,0.3082825243473053,0.3033252954483032,2.7877197265625,2.8368377685546875
0.29248031973838806,0.3412245213985443,0.3042154312133789,0.2980499565601349,2.8003082275390625,2.84576416015625
0.29729247093200684,0.3265146315097809,0.30454155802726746,0.28500503301620483,2.814056396484375,2.8603515625
0.2848342955112457,0.37283438444137573,0.3035028576850891,0.33314403891563416,2.6746826171875,2.7929840087890625
0.28418874740600586,0.3822651505470276,0.307799369096756,0.35754308104515076,2.6389312744140625,2.7551727294921875
0.27043962478637695,0.44763684272766113,0.3113439977169037,0.4712504744529724,2.471832275390625,2.60614013671875
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,0.06526041775941849,0.8910418152809143,nan,1.628143310546875
nan,nan,0.06526041775941849,0.8910418152809143,nan,1.628143310546875
0.30547282099723816,0.3762666583061218,0.17962193489074707,0.6436553597450256,2.7201995849609375,1.9806976318359375
0.3119776248931885,0.29326653480529785,0.20912013947963715,0.43375861644744873,2.824554443359375,2.155059814453125
0.3083401322364807,0.2840983271598816,0.25954553484916687,0.39434075355529785,2.851654052734375,2.445556640625
0.30437928438186646,0.26038888096809387,0.2801044285297394,0.2745947539806366,2.8780517578125,2.72491455078125
0.2748434841632843,0.17652608454227448,0.29286473989486694,0.18761348724365234,2.88671875,2.8975830078125
0.22488780319690704,-0.018868867307901382,0.2637941539287567,0.016162026673555374,2.883575439453125,2.920501708984375
0.21417981386184692,-0.06509937345981598,0.2515491545200348,-0.06751987338066101,2.8812103271484375,2.90899658203125
0.19773037731647491,-0.14244331419467926,0.23789186775684357,-0.15516744554042816,2.8776397705078125,2.8762054443359375
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
