leftX,leftY,rightX,rightY,pupilLRaw,pupilRRaw
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
0.46474313735961914,0.669386625289917,0.47678038477897644,0.5891143083572388,3.18524169921875,3.315948486328125
0.4484883248806,0.6324033141136169,0.47162100672721863,0.5526463389396667,3.1441650390625,3.2998504638671875
0.44537946581840515,0.6300300359725952,0.46435844898223877,0.5592150092124939,3.1518707275390625,3.3086700439453125
0.4457244277000427,0.622463047504425,0.4653173089027405,0.5587356090545654,3.1729736328125,3.32196044921875
0.4460730254650116,0.6286464929580688,0.4639257788658142,0.5666912198066711,3.15338134765625,3.3067779541015625
0.4441186189651489,0.6272495985031128,0.45634329319000244,0.5630301237106323,3.168243408203125,3.300750732421875
0.3694417476654053,0.6394147872924805,0.40768030285835266,0.5654981136322021,3.16485595703125,3.2982635498046875
0.2423780858516693,0.6640803217887878,0.31338781118392944,0.5723217725753784,3.1650390625,3.299468994140625
0.20814761519432068,0.6738061308860779,0.22845390439033508,0.5996044278144836,3.139801025390625,3.2906341552734375
0.16805513203144073,0.6866613030433655,0.18305963277816772,0.6047735214233398,3.1194610595703125,3.29852294921875
0.1504165083169937,0.6712027192115784,0.16385577619075775,0.6024329662322998,3.15692138671875,3.318115234375
0.14900434017181396,0.6662489771842957,0.16196371614933014,0.5944546461105347,3.15960693359375,3.3167266845703125
0.15234927833080292,0.6632646918296814,0.16861550509929657,0.580558180809021,3.158660888671875,3.300262451171875
0.15903383493423462,0.6693541407585144,0.17269398272037506,0.5825134515762329,3.1427764892578125,3.288330078125
0.16248439252376556,0.6714587211608887,0.18058732151985168,0.5865488648414612,3.1364288330078125,3.2822418212890625
0.15860749781131744,0.6765066981315613,0.1726905256509781,0.6149497032165527,3.13714599609375,3.295562744140625
0.15300960838794708,0.6713281273841858,0.1712520569562912,0.618782103061676,3.1281890869140625,3.289459228515625
0.15014895796775818,0.6698678731918335,0.16622045636177063,0.6190899014472961,3.1306610107421875,3.28118896484375
0.14883355796337128,0.6677661538124084,0.17402932047843933,0.6044939756393433,3.114959716796875,3.24713134765625
0.1497330516576767,0.6688776016235352,0.1758311539888382,0.5988339781761169,3.10150146484375,3.2371978759765625
0.15062545239925385,0.6679814457893372,0.18290574848651886,0.5993750095367432,3.088775634765625,3.2257843017578125
0.1500629335641861,0.6682031750679016,0.17756344377994537,0.6049318909645081,3.091278076171875,3.22955322265625
0.15320414304733276,0.6701383590698242,0.1777210235595703,0.6029149889945984,3.08648681640625,3.2242584228515625
0.15608587861061096,0.6755470633506775,0.17452368140220642,0.6087260246276855,3.091522216796875,3.219635009765625
0.15838710963726044,0.683658242225647,0.17257894575595856,0.6046237349510193,3.08380126953125,3.1974029541015625
0.158705934882164,0.6888914704322815,0.17350852489471436,0.6080116033554077,3.07476806640625,3.184539794921875
0.15815572440624237,0.685904324054718,0.1732865422964096,0.6121922135353088,3.0762786865234375,3.1766510009765625
0.15301266312599182,0.6733478903770447,0.17546425759792328,0.6118334531784058,3.0737457275390625,3.175811767578125
0.15404202044010162,0.667553722858429,0.175580233335495,0.6154468059539795,3.0676422119140625,3.16815185546875
0.15283003449440002,0.6679267883300781,0.1783958375453949,0.6146851181983948,3.0671234130859375,3.15985107421875
0.15667185187339783,0.6782286167144775,0.18126671016216278,0.6135403513908386,3.0572357177734375,3.1543731689453125
0.1564306765794754,0.6800748109817505,0.1809258610010147,0.6104324460029602,3.05072021484375,3.1467132568359375
0.15762586891651154,0.6800703406333923,0.18253007531166077,0.6074163317680359,3.04541015625,3.1329803466796875
0.15665660798549652,0.6778972744941711,0.18316683173179626,0.6081903576850891,3.0472564697265625,3.1332855224609375
0.15462806820869446,0.6746323108673096,0.18067581951618195,0.6119678020477295,3.036865234375,3.13092041015625
0.148389533162117,0.6758612990379333,0.16631653904914856,0.6079491376876831,3.0386962890625,3.128326416015625
0.11715730279684067,0.6698949337005615,0.1408056914806366,0.6075295209884644,3.0381011962890625,3.1314849853515625
