leftX,leftY,rightX,rightY
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.287631630897522,0.8701949715614319,0.30885961651802063,0.8174094557762146
0.287631630897522,0.8701949715614319,0.3126179277896881,0.8164663314819336
0.26340773701667786,0.8733925223350525,0.2920963168144226,0.8114312887191772
0.1955154836177826,0.976341962814331,0.28263917565345764,0.8080586791038513
0.1955154836177826,0.976341962814331,0.23278231918811798,0.7968783974647522
0.18803755939006805,1.035324215888977,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.20586523413658142,0.8643548488616943,0.37644457817077637,1.109947681427002
0.24325336515903473,0.8672716021537781,0.3986967206001282,1.0166476964950562
0.24325336515903473,0.8672716021537781,0.3348437547683716,0.9274951815605164
0.24824006855487823,0.862318754196167,0.29058629274368286,0.8388957977294922
0.23993848264217377,0.8060782551765442,0.3026580512523651,0.7827900052070618
0.23993848264217377,0.8060782551765442,0.31031566858291626,0.7552540302276611
0.2439599186182022,0.7959340810775757,0.3203169107437134,0.7240545153617859
0.24066339433193207,0.796458899974823,0.2792922258377075,0.7415419816970825
0.24066339433193207,0.796458899974823,0.278408020734787,0.7541326284408569
0.24291947484016418,0.8114985227584839,0.2765562832355499,0.7721594572067261
0.24322129786014557,0.813947319984436,0.27925723791122437,0.7657701373100281
0.24322129786014557,0.813947319984436,0.2800896167755127,0.7698794007301331
0.2443128079175949,0.8143445253372192,0.27914881706237793,0.7783310413360596
0.24525028467178345,0.8138458132743835,0.27634143829345703,0.7760449647903442
0.24525028467178345,0.8138458132743835,0.2741517126560211,0.776334822177887
0.24415479600429535,0.8114803433418274,0.26855796575546265,0.7795236110687256
0.24373425543308258,0.8124372959136963,0.2691342532634735,0.7711864113807678
0.24373425543308258,0.8124372959136963,0.27077704668045044,0.766071617603302
0.24534553289413452,0.8181007504463196,0.28107208013534546,0.7455805540084839
0.24310487508773804,0.8134947419166565,0.2775208353996277,0.7461634874343872
0.24310487508773804,0.8134947419166565,0.2775055170059204,0.7516698241233826
0.23890039324760437,0.8093037605285645,0.27028051018714905,0.7585963606834412
0.24107977747917175,0.8122098445892334,0.271708607673645,0.7575718760490417
0.24107977747917175,0.8122098445892334,0.27346527576446533,0.7502548098564148
0.24114573001861572,0.8157223463058472,0.2735432982444763,0.7495493292808533
0.24190641939640045,0.8172160387039185,0.2737800180912018,0.7461496591567993
0.24190641939640045,0.8172160387039185,0.27184852957725525,0.7493099570274353
0.24332746863365173,0.8131386041641235,0.2730450928211212,0.7425942420959473
0.2217678427696228,0.8129993081092834,0.2619135081768036,0.7417685985565186
0.2217678427696228,0.8129993081092834,0.2532833516597748,0.7423072457313538
0.216498002409935,0.8101809620857239,0.2475835084915161,0.7448626756668091
