leftX,leftY,rightX,rightY
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.26686668395996094,0.08923019468784332,0.2687349021434784,0.0394253209233284
0.26686668395996094,0.08923019468784332,0.25930723547935486,0.04456493631005287
0.2779604494571686,0.08635465800762177,0.2708195447921753,0.0455118864774704
0.27271538972854614,0.08274063467979431,0.2707306742668152,0.0501006580889225
0.27271538972854614,0.08274063467979431,0.26910990476608276,0.04881637170910835
0.273169606924057,0.08961300551891327,0.26813241839408875,0.046370819211006165
0.275209903717041,0.09592297673225403,0.2685079872608185,0.04364359751343727
0.275209903717041,0.09592297673225403,0.2714526951313019,0.039468251168727875
0.27440670132637024,0.10146494954824448,0.2706443667411804,0.04500576853752136
0.27398717403411865,0.09580863267183304,0.27156803011894226,0.04432663321495056
0.27398717403411865,0.09580863267183304,0.26985955238342285,0.055900610983371735
0.2512895166873932,0.15837740898132324,0.25574439764022827,0.09947231411933899
0.20591779053211212,0.2763039469718933,0.2137782722711563,0.21118022501468658
0.20591779053211212,0.2763039469718933,0.19264331459999084,0.2746993899345398
0.18220093846321106,0.3876727223396301,0.17758512496948242,0.34323492646217346
0.1757732629776001,0.4187631607055664,0.17510133981704712,0.3794844448566437
0.1757732629776001,0.4187631607055664,0.17629028856754303,0.3758338987827301
0.17373034358024597,0.40998291969299316,0.17682424187660217,0.37962350249290466
0.16778267920017242,0.4123533368110657,0.17464852333068848,0.38697004318237305
0.16778267920017242,0.4123533368110657,0.17413710057735443,0.39045044779777527
0.17117825150489807,0.41351258754730225,0.1739405393600464,0.3850995600223541
0.1719755083322525,0.4208601117134094,0.17694160342216492,0.38784217834472656
0.1719755083322525,0.4208601117134094,0.1765688955783844,0.3938579261302948
0.16759495437145233,0.4398331046104431,0.17107318341732025,0.40758809447288513
0.17227396368980408,0.4545653164386749,0.16948390007019043,0.41574424505233765
0.17227396368980408,0.4545653164386749,0.17905065417289734,0.42060261964797974
0.17633402347564697,0.4612211585044861,0.18011368811130524,0.4275297522544861
0.18161623179912567,0.4626559019088745,0.184141144156456,0.43068015575408936
0.18161623179912567,0.4626559019088745,0.18354393541812897,0.43204668164253235
0.17935481667518616,0.4596438407897949,0.1852189600467682,0.42814260721206665
0.18088294565677643,0.4654884338378906,0.18550358712673187,0.4316883385181427
0.18088294565677643,0.4654884338378906,0.1869598925113678,0.42529061436653137
0.18271572887897491,0.4654245674610138,0.1856239289045334,0.4273250997066498
0.18637417256832123,0.46266502141952515,0.18357983231544495,0.42584317922592163
0.18637417256832123,0.46266502141952515,0.1828351616859436,0.43401768803596497
0.18022945523262024,0.46309539675712585,0.18548059463500977,0.4383750855922699
0.17811544239521027,0.4681331515312195,0.1889221966266632,0.43785175681114197
0.17811544239521027,0.4681331515312195,0.1869339495897293,0.4354970157146454
0.17962758243083954,0.463135302066803,0.18249733746051788,0.4369761645793915
0.18065929412841797,0.46791940927505493,0.18283003568649292,0.4376612901687622
0.18065929412841797,0.46791940927505493,0.18580830097198486,0.43883946537971497
