leftX,leftY,rightX,rightY,pupilL,pupilR
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
0.25767964124679565,0.673141598701477,nan,nan,2.965301513671875,nan
0.23919470608234406,0.672356903553009,0.25505897402763367,0.6367731690406799,2.911895751953125,2.9445037841796875
0.23919470608234406,0.672356903553009,0.2369600236415863,0.6391364932060242,2.911895751953125,2.9482269287109375
0.23648972809314728,0.6897539496421814,0.2369600236415863,0.6391364932060242,2.9421844482421875,2.9482269287109375
0.24222150444984436,0.6940294504165649,0.2412756085395813,0.6505679488182068,2.89642333984375,2.8683319091796875
0.24222150444984436,0.6940294504165649,0.26363107562065125,0.6864535212516785,2.89642333984375,2.794281005859375
0.23961150646209717,0.6894048452377319,0.26363107562065125,0.6864535212516785,2.7973785400390625,2.794281005859375
0.2396790236234665,0.6951372623443604,0.2675164043903351,0.6933877468109131,2.783203125,2.78961181640625
0.2396790236234665,0.6951372623443604,0.27398785948753357,0.6875512599945068,2.783203125,2.8061676025390625
0.23948858678340912,0.6942400932312012,0.27398785948753357,0.6875512599945068,2.7720489501953125,2.8061676025390625
0.23730890452861786,0.6946518421173096,0.2704845070838928,0.6823436617851257,2.77618408203125,2.7981414794921875
0.23730890452861786,0.6946518421173096,0.2697696089744568,0.6845850944519043,2.77618408203125,2.791473388671875
0.2696889042854309,0.7141503095626831,0.2697696089744568,0.6845850944519043,2.7813568115234375,2.791473388671875
0.29674047231674194,0.7246518731117249,0.3042864501476288,0.7060114741325378,2.772552490234375,2.7779541015625
0.29674047231674194,0.7246518731117249,0.32216668128967285,0.7157225012779236,2.772552490234375,2.770751953125
0.29714810848236084,0.7245352268218994,0.32216668128967285,0.7157225012779236,2.781494140625,2.770751953125
0.29234251379966736,0.7199739813804626,0.3229105472564697,0.703967809677124,2.775238037109375,2.7777099609375
0.29234251379966736,0.7199739813804626,0.3249203562736511,0.7086411714553833,2.775238037109375,2.765777587890625
0.28878656029701233,0.7154026627540588,0.3249203562736511,0.7086411714553833,2.7640533447265625,2.765777587890625
0.2937743663787842,0.7207144498825073,0.3222942650318146,0.7158199548721313,2.78143310546875,2.7678985595703125
0.2937743663787842,0.7207144498825073,0.31363922357559204,0.7032119035720825,2.78143310546875,2.7846221923828125
0.29743680357933044,0.7198492884635925,0.31363922357559204,0.7032119035720825,2.7659454345703125,2.7846221923828125
0.3018797039985657,0.726617157459259,0.3140314519405365,0.6838104128837585,2.772369384765625,2.78167724609375
0.3018797039985657,0.726617157459259,0.3176678419113159,0.6845964193344116,2.772369384765625,2.7633514404296875
0.30066654086112976,0.7328121066093445,0.3176678419113159,0.6845964193344116,2.7923736572265625,2.7633514404296875
0.2965089976787567,0.7237573266029358,0.31929811835289,0.6946380138397217,2.784515380859375,2.7562408447265625
0.2965089976787567,0.7237573266029358,0.3229253888130188,0.6984225511550903,2.784515380859375,2.7709197998046875
0.26645514369010925,0.7177034616470337,0.31150686740875244,0.6807256937026978,2.80230712890625,2.80059814453125
0.22657999396324158,0.6936189532279968,0.28522953391075134,0.668476402759552,2.775238037109375,2.7986602783203125
0.22657999396324158,0.6936189532279968,0.2640085220336914,0.6529547572135925,2.775238037109375,2.7997283935546875
0.19912311434745789,0.6760952472686768,0.23906032741069794,0.6465858221054077,2.74969482421875,2.7992706298828125
0.19237768650054932,0.6695934534072876,0.23039908707141876,0.6453307867050171,2.7733001708984375,2.811187744140625
0.19237768650054932,0.6695934534072876,0.23078788816928864,0.6436261534690857,2.7733001708984375,2.8201141357421875
0.19221198558807373,0.6597279906272888,0.2254742980003357,0.6474943161010742,2.76995849609375,2.8326568603515625
0.19713662564754486,0.6635744571685791,0.22513672709465027,0.6395470499992371,2.78216552734375,2.830963134765625
0.19713662564754486,0.6635744571685791,0.22361423075199127,0.641309916973114,2.78216552734375,2.8230743408203125
0.19732603430747986,0.6633808612823486,0.22729477286338806,0.6393949389457703,2.764678955078125,2.82000732421875
