timestamp,GSR,PPG
5993.0400828,4648.60693359375,952.3809814453125
5993.112671898,4648.60693359375,952.3809814453125
5993.113526941,4648.60693359375,952.3809814453125
5993.1154903,4648.60693359375,952.3809814453125
5993.134817821,4648.60693359375,952.3809814453125
5993.137317068,4648.60693359375,952.3809814453125
5993.171264833,4648.60693359375,952.3809814453125
5993.172699164,4648.60693359375,952.3809814453125
5993.205011335,4648.60693359375,952.3809814453125
5993.206012208,4648.60693359375,952.3809814453125
5993.23861616,4648.60693359375,952.3809814453125
5993.2712831,4639.03173828125,952.3809814453125
5993.277431774,4648.60693359375,950.915771484375
5993.309776592,4648.60693359375,951.6483764648438
5993.31089511,4648.60693359375,952.3809814453125
5993.343759139,4648.60693359375,953.113525390625
5993.347518027,4648.60693359375,952.3809814453125
5993.39744069,4648.60693359375,952.3809814453125
5993.398389208,4648.60693359375,952.3809814453125
5993.431063925,4639.03173828125,952.3809814453125
5993.434766314,4648.60693359375,950.1831665039062
5993.467618385,4648.60693359375,951.6483764648438
5993.468467753,4648.60693359375,952.3809814453125
5993.502513915,4648.60693359375,952.3809814453125
5993.507406458,4648.60693359375,952.3809814453125
5993.539800413,4648.60693359375,952.3809814453125
5993.572446252,4648.60693359375,952.3809814453125
5993.573395345,4648.60693359375,952.3809814453125
5993.607631586,4639.03173828125,952.3809814453125
5993.608513131,4648.60693359375,950.1831665039062
5993.641195244,4648.60693359375,951.6483764648438
5993.646026634,4648.60693359375,952.3809814453125
5993.693669909,4639.03173828125,952.3809814453125
5993.694793849,4639.03173828125,950.1831665039062
5993.72777641,4648.60693359375,949.4505615234375
5993.728547632,4639.03173828125,950.915771484375
5993.771183289,4639.03173828125,949.4505615234375
5993.772301731,4639.03173828125,950.1831665039062
5993.805127187,4639.03173828125,948.7179565429688
5993.80599535,4639.03173828125,948.7179565429688
5993.838741274,4639.03173828125,948.7179565429688
5993.871368577,4639.03173828125,949.4505615234375
5993.872453121,4639.03173828125,948.7179565429688
5993.90513431,4639.03173828125,948.7179565429688
5993.912449221,4639.03173828125,948.7179565429688
5993.944947357,4639.03173828125,948.7179565429688
5993.99012969,4639.03173828125,949.4505615234375
5993.991140281,4639.03173828125,948.7179565429688
5993.992272262,4639.03173828125,948.7179565429688
5994.025036898,4639.03173828125,948.7179565429688
5994.057722808,4639.03173828125,948.7179565429688
5994.058457241,4639.03173828125,949.4505615234375
5994.091434197,4639.03173828125,948.7179565429688
5994.092408213,4639.03173828125,949.4505615234375
5994.125116367,4639.03173828125,949.4505615234375
5994.125975307,4648.60693359375,949.4505615234375
5994.158692509,4639.03173828125,950.915771484375
5994.191225509,4648.60693359375,949.4505615234375
5994.192343173,4648.60693359375,951.6483764648438
5994.225043261,4639.03173828125,952.3809814453125
5994.231126881,4648.60693359375,950.1831665039062
5994.294884257,4648.60693359375,950.915771484375
5994.296441518,4639.03173828125,952.3809814453125
5994.29743128,4639.03173828125,950.1831665039062
5994.332776974,4639.03173828125,949.4505615234375
5994.332872476,4639.03173828125,949.4505615234375
5994.365116195,4639.03173828125,949.4505615234375
5994.411230066,4639.03173828125,948.7179565429688
5994.412410482,4639.03173828125,948.7179565429688
5994.414060771,4639.03173828125,949.4505615234375
5994.447411653,4629.49658203125,948.7179565429688
5994.449916283,4639.03173828125,952.3809814453125
5994.482520958,4639.03173828125,950.915771484375
5994.487722897,4639.03173828125,949.4505615234375
5994.519972223,4639.03173828125,949.4505615234375
5994.552643528,4639.03173828125,948.7179565429688
5994.55395683,4639.03173828125,948.7179565429688
5994.593936843,4629.49658203125,948.7179565429688
5994.594809725,4639.03173828125,951.6483764648438
5994.627443682,4629.49658203125,950.1831665039062
5994.62859652,4629.49658203125,953.113525390625
5994.661158526,4620.0,953.8461303710938
5994.693705692,4620.0,954.5787353515625
5994.694833134,4629.49658203125,955.3113403320312
5994.727732359,4620.0,954.5787353515625
5994.728680012,4620.0,956.0439453125
5994.761553469,4629.49658203125,955.3113403320312
5994.76245626,4620.0,955.3113403320312
5994.794934659,4620.0,956.0439453125
5994.827538335,4620.0,955.3113403320312
5994.828640156,4620.0,956.0439453125
5994.901370963,4620.0,956.0439453125
5994.902395299,4620.0,956.0439453125
5994.903586147,4620.0,956.0439453125
5994.912623625,4620.0,956.0439453125
5994.944966953,4620.0,956.0439453125
5994.946074568,4610.54248046875,956.7765502929688
5994.978711286,4620.0,958.974365234375
5995.012383696,4610.54248046875,957.5091552734375
5995.013526393,4620.0,960.4395751953125
5995.051149251,4610.54248046875,957.5091552734375
5995.052290766,4620.0,959.7069702148438
5995.085025691,4610.54248046875,958.2417602539062
5995.086134617,4620.0,960.4395751953125
5995.118765962,4620.0,958.2417602539062
5995.151380462,4610.54248046875,957.5091552734375
5995.152728644,4610.54248046875,959.7069702148438
5995.191272142,4610.54248046875,961.1721801757812
5995.192314679,4610.54248046875,961.1721801757812
5995.226132278,4610.54248046875,961.90478515625
5995.23129307,4610.54248046875,961.90478515625
5995.263663847,4610.54248046875,961.90478515625
5995.264798799,4610.54248046875,961.90478515625
5995.297680649,4610.54248046875,961.90478515625
5995.33130406,4610.54248046875,962.6373901367188
5995.333882461,4610.54248046875,961.90478515625
5995.366347783,4610.54248046875,961.90478515625
5995.367409747,4610.54248046875,961.90478515625
5995.401183383,4610.54248046875,961.90478515625
5995.402378803,4601.12353515625,961.90478515625
5995.435122526,4601.12353515625,959.7069702148438
5995.490020389,4610.54248046875,958.2417602539062
5995.491106537,4601.12353515625,960.4395751953125
5995.492548237,4610.54248046875,958.974365234375
