timestamp,GSR,PPG
6171.190682681,3041.52587890625,1043.9560546875
6171.191761784,3045.638916015625,1045.4212646484375
6171.224434077,3045.638916015625,1042.4908447265625
6171.256999819,3041.52587890625,1041.75830078125
6171.258040782,3045.638916015625,1043.9560546875
6171.294392491,3045.638916015625,1042.4908447265625
6171.29600182,3045.638916015625,1041.75830078125
6171.328140526,3041.52587890625,1041.025634765625
6171.329390959,3041.52587890625,1043.9560546875
6171.361921748,3041.52587890625,1045.4212646484375
6171.39432928,3045.638916015625,1046.15380859375
6171.395570143,3045.638916015625,1043.223388671875
6171.428153932,3041.52587890625,1041.75830078125
6171.429467954,3045.638916015625,1043.9560546875
6171.46318271,3041.52587890625,1041.75830078125
6171.464356866,3045.638916015625,1044.6885986328125
6171.496872017,3045.638916015625,1042.4908447265625
6171.529569373,3041.52587890625,1041.75830078125
6171.530633994,3041.52587890625,1043.9560546875
6171.602163753,3041.52587890625,1045.4212646484375
6171.603158834,3041.52587890625,1046.15380859375
6171.604686885,3041.52587890625,1046.15380859375
6171.636940715,3041.52587890625,1046.15380859375
6171.638071765,3041.52587890625,1046.15380859375
6171.695624725,3037.424072265625,1046.15380859375
6171.696773445,3041.52587890625,1043.9560546875
6171.698405321,3041.52587890625,1044.6885986328125
6171.730816188,3041.52587890625,1046.15380859375
6171.732277877,3045.638916015625,1046.15380859375
6171.764394408,3041.52587890625,1043.223388671875
6171.797120899,3041.52587890625,1045.4212646484375
6171.79816263,3041.52587890625,1046.15380859375
6171.832047162,3041.52587890625,1046.15380859375
6171.83315196,3041.52587890625,1046.15380859375
6171.89436764,3041.52587890625,1046.15380859375
6171.895534209,3037.424072265625,1046.15380859375
6171.896866896,3041.52587890625,1043.223388671875
6171.929633755,3037.424072265625,1044.6885986328125
6171.930628833,3037.424072265625,1043.223388671875
6171.963395149,3041.52587890625,1042.4908447265625
6171.96480983,3041.52587890625,1044.6885986328125
6171.997050541,3041.52587890625,1045.4212646484375
6172.029386538,3037.424072265625,1045.4212646484375
6172.030552484,3041.52587890625,1043.9560546875
6172.063331609,3041.52587890625,1045.4212646484375
6172.0956322,3041.52587890625,1045.4212646484375
6172.09688757,3041.52587890625,1046.15380859375
6172.129495928,3041.52587890625,1046.15380859375
6172.130894902,3041.52587890625,1046.886474609375
6172.200782061,3041.52587890625,1046.15380859375
6172.202309231,3041.52587890625,1046.15380859375
6172.203407029,3041.52587890625,1046.15380859375
6172.235674494,3041.52587890625,1046.886474609375
6172.236838806,3041.52587890625,1046.886474609375
6172.269619253,3037.424072265625,1046.886474609375
6172.270587668,3041.52587890625,1043.9560546875
6172.303489978,3041.52587890625,1045.4212646484375
6172.304346642,3041.52587890625,1045.4212646484375
6172.335818932,3041.52587890625,1046.15380859375
6172.368270847,3041.52587890625,1046.15380859375
6172.369337915,3041.52587890625,1046.15380859375
6172.40196709,3041.52587890625,1046.15380859375
6172.43461281,3037.424072265625,1046.15380859375
6172.435614646,3037.424072265625,1043.9560546875
6172.498413018,3037.424072265625,1042.4908447265625
6172.499712508,3037.424072265625,1042.4908447265625
6172.500991844,3037.424072265625,1041.75830078125
6172.533263831,3037.424072265625,1041.75830078125
6172.534576096,3037.424072265625,1041.75830078125
6172.567112334,3037.424072265625,1041.75830078125
6172.575122894,3033.333251953125,1041.75830078125
6172.606905889,3033.333251953125,1045.4212646484375
6172.608071691,3033.333251953125,1046.886474609375
6172.640702371,3037.424072265625,1046.886474609375
6172.673308408,3033.333251953125,1043.9560546875
