timestamp,GSR,PPG
6240.407598538,3074.744140625,1029.3040771484375
6240.408579832,3070.55224609375,1029.3040771484375
6240.441290027,3074.744140625,1027.106201171875
6240.473918595,3066.37158203125,1028.5714111328125
6240.474929036,3070.55224609375,1030.03662109375
6240.507699535,3070.55224609375,1027.106201171875
6240.512387162,3070.55224609375,1026.3736572265625
6240.544913502,3070.55224609375,1025.6409912109375
6240.611233779,3066.37158203125,1024.908447265625
6240.612267804,3066.37158203125,1027.8388671875
6240.613792192,3066.37158203125,1029.3040771484375
6240.615200401,3066.37158203125,1030.769287109375
6240.647409631,3066.37158203125,1030.03662109375
6240.648507668,3066.37158203125,1030.769287109375
6240.681244894,3062.20263671875,1031.5018310546875
6240.71373323,3062.20263671875,1030.769287109375
6240.714804323,3062.20263671875,1031.5018310546875
6240.747610836,3062.20263671875,1032.234375
6240.748581264,3062.20263671875,1031.5018310546875
6240.781377324,3066.37158203125,1031.5018310546875
6240.817836216,3062.20263671875,1031.5018310546875
6240.818563053,3062.20263671875,1031.5018310546875
6240.85136574,3062.20263671875,1032.234375
6240.894940833,3058.044921875,1031.5018310546875
6240.896131386,3062.20263671875,1035.164794921875
6240.897413958,3062.20263671875,1032.967041015625
6240.929884891,3058.044921875,1032.967041015625
6240.931074673,3062.20263671875,1035.164794921875
6240.963860917,3062.20263671875,1033.6995849609375
6240.996182188,3058.044921875,1032.967041015625
6240.997461558,3058.044921875,1035.164794921875
6241.030139889,3062.20263671875,1036.6300048828125
6241.031472613,3058.044921875,1034.4322509765625
6241.063865095,3062.20263671875,1036.6300048828125
6241.068884032,3062.20263671875,1034.4322509765625
6241.101153921,3062.20263671875,1032.967041015625
6241.133913157,3062.20263671875,1032.967041015625
6241.135210797,3066.37158203125,1032.234375
6241.198889585,3066.37158203125,1031.5018310546875
6241.199903968,3070.55224609375,1031.5018310546875
6241.201068911,3070.55224609375,1027.8388671875
6241.23416123,3070.55224609375,1026.3736572265625
6241.234878203,3074.744140625,1025.6409912109375
6241.2675339,3070.55224609375,1027.106201171875
6241.272654999,3066.37158203125,1025.6409912109375
6241.304936535,3070.55224609375,1028.5714111328125
6241.312643674,3066.37158203125,1026.3736572265625
6241.344924617,3066.37158203125,1028.5714111328125
6241.377385551,3062.20263671875,1030.03662109375
6241.378513132,3062.20263671875,1031.5018310546875
6241.411413679,3058.044921875,1031.5018310546875
6241.412328555,3058.044921875,1035.164794921875
6241.457607555,3058.044921875,1036.6300048828125
6241.458676842,3058.044921875,1037.3626708984375
6241.503343819,3058.044921875,1037.3626708984375
6241.503448602,3058.044921875,1037.3626708984375
6241.536451654,3062.20263671875,1037.3626708984375
6241.537461012,3062.20263671875,1034.4322509765625
6241.569967563,3066.37158203125,1032.967041015625
6241.571071758,3070.55224609375,1032.234375
6241.604007269,3066.37158203125,1028.5714111328125
6241.636503434,3066.37158203125,1030.03662109375
6241.637715161,3066.37158203125,1030.769287109375
6241.670260024,3066.37158203125,1030.769287109375
6241.671115839,3070.55224609375,1030.769287109375
6241.703994281,3070.55224609375,1027.8388671875
6241.708831241,3070.55224609375,1026.3736572265625
6241.741262278,3070.55224609375,1025.6409912109375
6241.793863395,3070.55224609375,1025.6409912109375
6241.7953199,3074.744140625,1025.6409912109375
6241.796310599,3074.744140625,1027.8388671875
6241.828835038,3070.55224609375,1028.5714111328125
6241.830031419,3074.744140625,1027.106201171875
6241.865258108,3074.744140625,1027.8388671875
6241.866117271,3083.162109375,1032.967041015625
6241.898780088,3095.876220703125,1030.769287109375
6241.931235587,3095.876220703125,1022.7106323242188
6241.932349121,3100.1376953125,1019.047607421875
6241.965017686,3100.1376953125,1015.3846435546875
6241.997544501,3074.744140625,1011.7216186523438
6241.998545671,3070.55224609375,1019.7802124023438
6242.032416153,3070.55224609375,1021.2454223632812
6242.03366711,3074.744140625,1023.4432373046875
6242.106302384,3074.744140625,1025.6409912109375
6242.107448429,3074.744140625,1027.8388671875
6242.108703615,3074.744140625,1028.5714111328125
6242.127506984,3070.55224609375,1028.5714111328125
6242.133768482,3074.744140625,1026.3736572265625
6242.166570818,3074.744140625,1027.8388671875
6242.167835536,3070.55224609375,1028.5714111328125
6242.200185397,3070.55224609375,1026.3736572265625
6242.232743611,3066.37158203125,1024.908447265625
6242.233757696,3070.55224609375,1027.8388671875
6242.266488637,3070.55224609375,1026.3736572265625
6242.271247482,3066.37158203125,1025.6409912109375
6242.304005287,3066.37158203125,1028.5714111328125
6242.336517708,3070.55224609375,1029.3040771484375
6242.337836652,3066.37158203125,1027.106201171875
6242.397594313,3062.20263671875,1028.5714111328125
6242.398770142,3066.37158203125,1030.769287109375
6242.400370172,3066.37158203125,1030.769287109375
6242.432624158,3062.20263671875,1030.769287109375
6242.433764766,3066.37158203125,1031.5018310546875
6242.466441818,3066.37158203125,1030.769287109375
6242.473907107,3062.20263671875,1031.5018310546875
6242.506250778,3066.37158203125,1031.5018310546875
6242.507555803,3062.20263671875,1030.769287109375
6242.540090572,3062.20263671875,1031.5018310546875
6242.57259823,3058.044921875,1031.5018310546875
6242.573690138,3062.20263671875,1035.164794921875
6242.60641186,3062.20263671875,1032.967041015625
