6683.481271,2367.052002,1302.564087,1
6683.482661,2367.052002,1303.296753,1
6683.515007,2364.566895,1304.029297,1
6683.547491,2364.566895,1306.959717,1
6683.548741,2364.566895,1309.157471,1
6683.58107,2362.087158,1309.890137,1
6683.582221,2362.087158,1309.157471,1
6683.614893,2362.087158,1308.424927,1
6683.647346,2362.087158,1308.424927,1
6683.648501,2359.612305,1308.424927,1
6683.721021,2362.087158,1311.355347,1
6683.722187,2362.087158,1309.890137,1
6683.723475,2359.612305,1309.157471,1
6683.747559,2359.612305,1312.087891,1
6683.748895,2359.612305,1313.553101,1
6683.781119,2359.612305,1314.285767,1
6683.782235,2357.142822,1314.285767,1
6683.815008,2357.142822,1316.483521,1
6683.847491,2357.142822,1315.750977,2
6683.848791,2359.612305,1316.483521,2
6683.881255,2354.678467,1316.483521,2
6683.88222,2357.142822,1319.41394,2
6683.915016,2357.142822,1317.94873,2
6683.947494,2357.142822,1317.94873,2
6683.9485,2357.142822,1317.216064,2
6684.006639,2354.678467,1317.216064,2
6684.006743,2357.142822,1320.146484,2
6684.008513,2354.678467,1318.681274,2
6684.039928,2357.142822,1320.87915,2
6684.041001,2357.142822,1318.681274,2
6684.073471,2359.612305,1317.94873,2
6684.106308,2357.142822,1316.483521,2
6684.107249,2357.142822,1316.483521,2
6684.140042,2357.142822,1316.483521,2
6684.145072,2357.142822,1316.483521,2
6684.177247,2357.142822,1316.483521,2
