timestamp,GSR,PPG
6683.481271027,2367.052001953125,1302.5640869140625
6683.482661248,2367.052001953125,1303.2967529296875
6683.515006884,2364.56689453125,1304.029296875
6683.547491159,2364.56689453125,1306.959716796875
6683.54874074,2364.56689453125,1309.157470703125
6683.581070031,2362.087158203125,1309.89013671875
6683.582221411,2362.087158203125,1309.157470703125
6683.614893005,2362.087158203125,1308.4249267578125
6683.647345889,2362.087158203125,1308.4249267578125
6683.648500974,2359.6123046875,1308.4249267578125
6683.721021029,2362.087158203125,1311.3553466796875
6683.722186879,2362.087158203125,1309.89013671875
6683.723475071,2359.6123046875,1309.157470703125
6683.747559019,2359.6123046875,1312.087890625
6683.748895319,2359.6123046875,1313.5531005859375
6683.781119321,2359.6123046875,1314.2857666015625
6683.782234871,2357.142822265625,1314.2857666015625
6683.815007835,2357.142822265625,1316.4835205078125
6683.847490529,2357.142822265625,1315.7509765625
6683.848791062,2359.6123046875,1316.4835205078125
6683.881255356,2354.678466796875,1316.4835205078125
6683.882220162,2357.142822265625,1319.4139404296875
6683.915016214,2357.142822265625,1317.94873046875
6683.947493824,2357.142822265625,1317.94873046875
6683.948499786,2357.142822265625,1317.216064453125
6684.006638916,2354.678466796875,1317.216064453125
6684.00674312,2357.142822265625,1320.146484375
6684.008513263,2354.678466796875,1318.6812744140625
6684.039928172,2357.142822265625,1320.879150390625
6684.041000887,2357.142822265625,1318.6812744140625
6684.073470875,2359.6123046875,1317.94873046875
6684.106308098,2357.142822265625,1316.4835205078125
6684.107248574,2357.142822265625,1316.4835205078125
6684.140041643,2357.142822265625,1316.4835205078125
6684.145071591,2357.142822265625,1316.4835205078125
6684.177247445,2357.142822265625,1316.4835205078125
6684.182247776,2357.142822265625,1317.216064453125
6684.214992566,2357.142822265625,1317.216064453125
6684.222475643,2357.142822265625,1317.216064453125
6684.254779888,2357.142822265625,1317.216064453125
6684.313756225,2357.142822265625,1316.4835205078125
6684.314999066,2357.142822265625,1316.4835205078125
6684.316021417,2357.142822265625,1316.4835205078125
6684.348562923,2357.142822265625,1316.4835205078125
6684.34978494,2357.142822265625,1316.4835205078125
6684.382413654,2354.678466796875,1316.4835205078125
